timestamp;price
2023-03-26 18:27:02;1.02
2023-03-26 18:48:24;1.02
2023-03-26 18:48:31;1.02
2023-03-26 18:48:37;1.02
2023-03-26 18:55:53;1.02
2023-03-26 18:58:14;1.02
2023-03-26 20:38:37;1.02
